book_id_title,book_id,book_title,review_url,review_id,date,rating,user_name,user_url,text,num_likes,sort_order,shelves
35606560.the-sun-and-her-flowers,35606560,The Sun and Her Flowers,https://www.goodreads.com/review/show/2142763598,2142763598,2017-10-03,1,Megan,/user/show/72149944-megan,"I don't know where to begin. Listen, as a brown woman of course I gave Rupi a try - that's what we brown girls do, we hold each other up and support each other like crazy because who else will? However, I think we should also be able to speak up when the work just doesn't cut it. Being critical is simply tough love - so don't be so quick to dismiss my negative feeback.First of all, half of this book are one-liners from her first book, and most of her longer pieces felt lazy and ill-thought out. I found myself skipping/ losing interest through most of them. Furthermore, I just can't ignore the more popular pieces she has claimed as her own when any avid reader can tell you they are not. Example 1 : ""you must see no worth in yourselfif you find me worth lessafter you've touched meas if your hands on my bodymagnify youand reduce me to nothing"" - rupi kaursounds awfully familiar to my favorite quote by Kaija Sabbah:“If you consider a woman less pure after you’ve touched hermaybe you should take a looks at your hands.”Example 2: (This is from her first book) ""She was music, but he had his ears cut off"" - Rupi Kaur""She was like a piano in a country where everyone has had their hands cut off."" - Angela CarterExample 3:""a manwho cries""- rupi kaur""i want more men with flowers falling from their skinmore water in their eyesmore tremble in their handsmore women in their heartsthan on their bodiesmore softness in their height more honesty in their voice more wonder more humility in their eyes.""- Nayyirah WaheedExample 4:""Your voice does to mewhat autumn does to treesyou call to say helloand my clothes fall naturally""- rupi kaur(Okay aside from this just being hilarious, here's who she tried to copy)""I want to do with you what spring does with the cherry trees.""- Pablo Nerudaand""You wonder why I don'tanswer your 3 a.m. phone calls.When you say ""I miss you""I begin to undress myself out of habit."" -Sierra DemulderExample 5:""If you got any more beautifulthe sun would leave its placeand come for you""- rupi kaur“Had I told the seaWhat I felt for you,It would have left its shores,Its shells,Its fish,And followed me.”― Nizar Qabbani(Many of you have messaged be about the difference between plagiarism and inspiration, and this is my take on it:If ms. kaur is attempting to give a voice to women through her work, which she claims she is doing, then she should also acknowledge everyone who has ""inspired"" her. The debate her isn't whether she's a good poet or not, but if she has any integrity....which she clearly doesn't. Many women of color writers, specifically black women writers, have been silenced by her. This is the same woman who ""wrote"" the following:""I am the product of all the ancestorsgetting together and deciding these stories need to be told""???? How??? By erasing them? By taking their words and signing your name underneath them?and my favorite,""never trade honesty for relatability""Congrats y'all, she played you.)The pieces speaking about some of the hardest topics seem so surface level, I felt wrong reading it. I would never give this to my daughter. Not to mention the randomly sprinkled poems talking about her being an immigrant, all of them felt so out of place and awkward next to her other pieces. Anyways, I could go on and on about how much her work mirrors the work of lesser-known authors, but I think most readers already know this. I feel let down and embarrassed by this author and would never recommend it to anyone. I can only hope she grows up one day and finally finds her voice.",1664,default,[]
35606560.the-sun-and-her-flowers,35606560,The Sun and Her Flowers,https://www.goodreads.com/review/show/2152685049,2152685049,2017-10-14,3,Hailey (Hailey in Bookland),/user/show/21937982-hailey-hailey-in-bookland,"*Thank you so much to Indigo for surprising me with a copy of this!*I never read Milk & Honey. It just seemed like such a fad thing, I had no interest in it. I tend to prefer traditional poetry. It's just my inner English major coming out I suppose! That being said, I enjoyed this more than I had expected. I didn't love the whole thing, but there were some poems that I really loved. The poetic style is quite simplistic and some quotes I felt like were reworded versions of things I've seen before. But, I liked the fact that this collection dealt with femininity, immigration, and self love. The topics were well developed and the poems were short, but packed a punch. Not sure if I'll now pick up Milk & Honey. We'll see!",398,default,[]
35606560.the-sun-and-her-flowers,35606560,The Sun and Her Flowers,https://www.goodreads.com/review/show/2156632396,2156632396,2017-10-22,4,Julia Miller,/user/show/72672216-julia-miller,"Rupi, you have my heart ❤️ beautifully written and ohhh the art :‘)",276,default,[]
35606560.the-sun-and-her-flowers,35606560,The Sun and Her Flowers,https://www.goodreads.com/review/show/2179343255,2179343255,2017-11-09,1,Brittney Andrews (beabookworm),/user/show/36960689-brittney-andrews-beabookworm,"This review was brought to you by the best Real Housewives gifs on giphy.com.Let me start off by saying that I am not a fan of Rupi Kaur's milk and honey; HOWEVER, being the forgiving person that I am, I have decided to give her work a second chance.Warning: The gifs you are about to see are real reactions to the poems I just read.Alrighty, here we go:i live for that first second in the morningwhen i am still half-consciousi hear the hummingbirds outsideflirting with the flowersi hear the flowers gigglingand the bees growing jealouswhen I turn over to wake youit starts all over againthe pantingthe wailingthe shockof realizingthat you've left- the first morning without youJust adding my unwanted two cents and personal preference here, but I would have been good had she stopped after 'and the bees growing jealous'. The last chunk of this poem just made me cringe and it also ruined the initial emotion I felt while reading the first half.---Next up, buttercup:i envy the windswho still witness youBeen dur, done dat. How is this original? I bet Atticus would love this one. ---Please, Queen Latifah, give me da strength that I need to get carry on. Here we go again:you break women in like shoesYou know what? I've made a grave mistake in reading this. This isn't my preferred cup of tea.---The end is nigh:amanwho cries- a gift I came. I saw. I conquered. ---It's over, finished, done, finito, caput. Welp, that was definitely better than milk and honey. NOT! But in all honesty, none of her poems really left an impression on me. There were a few ""poems"" that I liked, but I've already forgotten them. Also, I thought this collection was meant to empower women? Majority of her poems came across as emotionally insecure and overly clichéd. Here is why I have a problem with her work: corresponding imagery is nice to look at once in a while, but I picked this up to be moved by her WORDS. If I wanted a picture book, then I'd go out and buy one. I found the artwork in this unnecessary, and I wasn't impressed with the stick people drawings.Also, I think modern poets tend to forget how impactful the use of punctuation can be for a reader. Create a tonality with your words and format your stanzas with stylistic elements. Unfortunately, this whole book was very dull and very monotone.It is nice to see a young Canadian poet establish herself--don't get me wrong! And my heart goes out to Ms. Kaur after reading about some of the horrific situations she underwent. That being said, I still think her work is overhyped and resembles little fluffs of nothing. If you enjoyed this then no hard feelings. But no more chances and no more modern poetry for me. I mean it. (that's probably a lie)*sings* Edgar Allan Poeeee sum sugaaa on meee.PS. Check out this insightful article by Chiara Giovanni: The Problem With Rupi Kaur's Poetry",266,default,"['poetry', 'this-makes-nickelback-sound-good']"
35606560.the-sun-and-her-flowers,35606560,The Sun and Her Flowers,https://www.goodreads.com/review/show/2736305347,2736305347,2019-05-19,2,JV (semi-hiatus),/user/show/20906165-jv-semi-hiatus,"Once, there were these poems,Which my heart cannot fully bear. Drivel — daft and dreary, Perchance, all I can do is but stare. Enjambments and aphorisms, likewise,Have filled this book, Hackneyed phrases — oh bloody hell,Seems like gobbledygook! Prithee, to thee, I say —Analyse her poems first from within, And compare its content From Lord Byron's discipline: ""When we two partedIn silence and tears,Half broken-heartedTo sever for years,Pale grew thy cheek and cold,Colder thy kiss;Truly that hour foretoldSorrow to this.""Forsooth, I fathom the fondness her works had received,Equality, empowerment, and love — all these —Kaur explores with such tremendous breadth,Yet it failed — for it was lacking in some respect. Alas, I come to the end of this critique,Integrate poetic devices, then this would be unique! Apologies, my dear friends, for it was only me, With a pinch of salt, take it, in all this soliloquy. ",236,default,"['2019', 'poetry', 'feminism']"
35606560.the-sun-and-her-flowers,35606560,The Sun and Her Flowers,https://www.goodreads.com/review/show/2187320338,2187320338,2017-11-22,5,jessica,/user/show/10171516-jessica,i hold the pagesthat give my hearta placeto call homewhile words ofsimple eleganceand subtle purityteach itto growand inspire itto love.- how i feel about this book↠ 4.5 stars,226,default,[]
35606560.the-sun-and-her-flowers,35606560,The Sun and Her Flowers,https://www.goodreads.com/review/show/2142565830,2142565830,2017-10-11,1,Kate,/user/show/1483724-kate,"i amstill not a fan of peoplewho use random linebreaks in otherwisesimple phrases andthink it'ssomehowgroundbreakingI don't get it.I feel like a total ass for hating this book because she covers some very personal and traumatic topics, but to me it just reads like she's trying too hard to be profound because everyone lost their shit over her first book (which I didn't particularly like either, because it was basically a tumblr dashboard), so it was like she had to outdo herself. Like m&h, there were a few lovely nuggets in here, but it was long and drawn out, redundant, and it felt like she had a minimum page number she had to get to, and like another reviewer said, a lot of her content looks very familiar/like she paraphrased existing quotations and such already. The bad far outweighs the good.I mean, I guess I can give her props for expanding beyond the tumblr one-liners, but even her longer poems I didn't like. She basically took a regular conversation, got rid of all capitalization, and added misplaced punctuation so it became sentence fragments. Some of the illustrations are lovely. And then some are a bit perplexing (like the drawing of what I'm assuming was a woman going down on another woman under the poem talking about the moon and water. I definitely did not get that metaphor without the image). ",211,default,"['2017', 'about-women', 'feminism', 'poetry']"
35606560.the-sun-and-her-flowers,35606560,The Sun and Her Flowers,https://www.goodreads.com/review/show/2235938121,2235938121,2018-01-03,5,April,/user/show/37089590-april,“I hear a thousand kind words about me and it makes no difference yet I hear one insult and all confidence shatters - focusing on the negative.”I've never related to written words as much as reading Rupi Kaur's books.,193,default,[]
35606560.the-sun-and-her-flowers,35606560,The Sun and Her Flowers,https://www.goodreads.com/review/show/2059862213,2059862213,2017-07-14,,Kai,/user/show/41788524-kai,god must have kneaded you and ifrom the same doughrolled us out on the baking sheetmust have suddenly realizedhow unfair it wasto put that much magic in one personand sadly split that dough in twohow else is it thatwhen i look in the mirrori am looking at youwhen you breathemy own lungs fill with airthat we just met but wehave known each other our whole livesif we were not made as one to begin withour souls are mirrors - rupi kaurFind more of my books on Instagram,166,default,[]
35606560.the-sun-and-her-flowers,35606560,The Sun and Her Flowers,https://www.goodreads.com/review/show/2701886235,2701886235,2019-02-03,4,Melissa ♥ Dog/Wolf Lover ♥ Martin,/user/show/17438949-melissa-dog-wolf-lover-martin,"Wow!! That was intense, sad and good!! Mel 🖤🐶🐺🐾",160,default,"['library-book', 'poetry']"
